,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
357,Cedi Osman,SF,24,CLE,18,534,9.3,.516,.523,.168,1.8,12.5,7.1,10.3,1.6,0.6,12.1,14.5,,0.1,0.3,0.3,.030,,-1.1,-0.2,-1.3,0.1
358,Kelly Oubre,SF,24,PHO,17,518,16.6,.573,.323,.368,4.8,16.0,10.3,8.3,2.0,1.5,10.2,23.4,,0.7,0.6,1.3,.117,,0.2,-0.1,0.1,0.3
359,Jabari Parker,PF,24,ATL,18,508,20.4,.580,.285,.206,8.3,17.4,12.8,12.8,2.5,1.6,11.0,25.2,,0.9,0.3,1.2,.112,,2.6,-1.1,1.6,0.5
360,Chandler Parsons,SF,31,ATL,2,19,16.9,.571,.714,.000,5.8,11.6,8.7,0.0,7.4,0.0,12.5,17.4,,0.0,0.0,0.0,.085,,-0.1,-1.4,-1.5,0.0
361,Eric Paschall,PF,23,GSW,18,566,15.8,.582,.197,.346,4.7,13.9,9.3,8.5,0.6,1.1,9.6,21.6,,0.9,0.0,0.9,.075,,-0.3,-2.9,-3.2,-0.2
362,Patrick Patterson,PF,30,LAC,17,243,9.8,.524,.771,.114,5.2,14.9,10.1,7.2,0.4,0.7,7.5,13.4,,0.2,0.3,0.5,.097,,-0.2,-0.7,-0.9,0.1
363,Justin Patton,C,22,OKC,2,9,-10.2,.333,.333,.000,0.0,23.7,12.1,0.0,0.0,0.0,25.0,19.5,,-0.1,0.0,0.0,-0.231,,-15.0,-5.5,-20.5,0.0
364,Chris Paul,PG,34,OKC,17,518,20.6,.609,.394,.457,1.1,13.4,7.3,29.2,2.8,0.0,13.4,22.1,,1.4,0.6,2.0,.184,,3.5,0.0,3.5,0.7
365,Elfrid Payton,PG,25,NYK,4,102,13.7,.506,.276,.207,3.0,9.9,6.2,22.1,4.8,0.0,18.1,16.1,,0.0,0.1,0.2,.072,,-1.5,0.6,-1.0,0.0
366,Theo Pinson,SG,24,BRK,9,137,5.0,.361,.482,.143,1.5,8.3,5.0,25.2,2.0,0.0,16.8,21.6,,-0.3,0.1,-0.2,-0.087,,-5.9,-2.5,-8.5,-0.2
367,Mason Plumlee,C,29,DEN,16,267,19.0,.585,.025,.506,11.6,22.8,17.1,20.2,1.6,4.5,19.9,19.3,,0.4,0.6,1.0,.173,,-0.5,4.7,4.2,0.4
368,Vincent Poirier,C,26,BOS,6,31,8.5,.394,.000,.250,16.6,9.9,13.2,13.2,1.6,6.1,25.3,16.3,,0.0,0.1,0.0,.028,,-4.9,4.2,-0.8,0.0
369,Jakob Pöltl,C,24,SAS,19,334,17.6,.574,.000,.350,13.1,22.3,17.6,11.2,1.4,4.7,16.3,13.9,,0.6,0.3,0.9,.123,,-0.2,2.3,2.1,0.4
370,Shamorie Ponds,PG,21,TOR,1,6,27.1,.667,.333,.000,0.0,16.0,8.5,65.1,0.0,0.0,0.0,21.4,,0.0,0.0,0.1,.413,,10.6,-3.5,7.1,0.0
371,Jordan Poole,SG,20,GSW,19,495,3.7,.384,.510,.200,0.9,10.3,5.5,13.0,1.1,0.7,11.4,20.9,,-1.2,0.0,-1.1,-0.110,,-5.7,-3.2,-8.9,-0.9
372,Kevin Porter,SF,19,CLE,17,355,8.3,.471,.339,.229,1.8,13.9,7.7,14.4,1.9,1.0,15.5,17.1,,-0.2,0.2,0.0,-0.003,,-3.3,-0.1,-3.3,-0.1
373,Michael Porter,PF,21,DEN,10,90,10.3,.493,.294,.235,9.2,17.8,13.4,6.6,0.0,3.1,13.8,20.6,,0.0,0.1,0.1,.054,,-4.2,-0.5,-4.7,-0.1
374,Otto Porter,SF,26,CHI,9,226,13.6,.544,.476,.238,3.5,11.0,7.1,9.6,1.9,1.2,7.0,18.2,,0.3,0.2,0.5,.100,,-0.3,-0.5,-0.8,0.1
375,Bobby Portis,C,24,NYK,18,405,13.5,.485,.309,.097,8.2,21.6,14.5,8.5,1.5,1.5,9.5,19.9,,0.1,0.3,0.4,.047,,-2.1,-1.0,-3.2,-0.1
376,Kristaps Porziņģis,PF,24,DAL,16,499,17.3,.513,.391,.254,5.8,24.1,15.2,7.6,0.8,5.6,9.0,26.4,,0.2,0.7,1.0,.093,,-2.2,0.6,-1.5,0.1
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Dwight Powell,C,28,DAL,14,354,12.4,.669,.119,.388,6.9,10.2,8.6,6.8,1.4,1.4,16.9,11.2,,0.6,0.3,0.9,.116,,0.3,0.9,1.2,0.3
379,Norman Powell,SG,26,TOR,17,463,11.6,.557,.475,.225,2.1,12.3,7.5,8.4,1.1,1.2,12.4,18.6,,0.2,0.6,0.8,.088,,-1.0,0.3,-0.7,0.2
380,Julius Randle,PF,25,NYK,18,587,14.4,.511,.265,.328,7.7,22.3,14.6,19.0,1.2,0.5,17.4,25.3,,-0.1,0.3,0.2,.019,,-1.1,-0.7,-1.8,0.0
381,Cam Reddish,SF,20,ATL,16,395,4.5,.395,.441,.243,2.5,13.4,8.0,9.8,1.8,1.2,16.2,18.8,,-0.9,0.1,-0.8,-0.096,,-5.6,-1.5,-7.2,-0.5
382,J.J. Redick,SG,35,NOP,17,479,15.3,.649,.691,.287,0.9,10.6,5.5,9.4,0.8,0.9,10.7,19.0,,1.1,0.0,1.0,.105,,2.9,-3.1,-0.2,0.2
383,Josh Richardson,SG,26,PHI,16,512,14.7,.571,.407,.245,2.2,9.6,6.0,16.9,1.7,1.7,14.1,21.8,,0.5,0.7,1.3,.118,,0.5,0.0,0.5,0.3
384,Austin Rivers,SG,27,HOU,18,423,8.2,.503,.568,.184,2.7,7.9,5.3,7.3,0.9,0.4,7.5,14.0,,0.2,0.2,0.4,.043,,-1.9,-1.7,-3.6,-0.2
385,Duncan Robinson,SF,25,MIA,17,425,11.7,.627,.815,.089,0.6,9.8,5.5,4.5,1.5,1.6,7.9,15.4,,0.5,0.6,1.1,.124,,1.1,-0.5,0.6,0.3
386,Glenn Robinson,SF,26,GSW,19,604,13.9,.575,.328,.140,5.6,10.4,8.0,10.3,1.6,0.6,7.9,14.9,,0.9,0.1,1.0,.079,,0.8,-1.3,-0.5,0.2
387,Jerome Robinson,SG,22,LAC,14,152,5.4,.451,.511,.085,0.0,9.9,5.1,12.4,1.2,3.0,17.0,15.8,,-0.2,0.2,0.0,.004,,-4.7,0.8,-3.8,-0.1
388,Justin Robinson,PG,22,WAS,4,12,9.0,.500,.200,.000,8.9,18.6,13.6,21.4,0.0,0.0,28.6,23.9,,0.0,0.0,0.0,-0.096,,-5.3,-3.2,-8.4,0.0
389,Mitchell Robinson,C,21,NYK,14,276,26.1,.742,.000,.514,14.2,19.5,16.7,5.6,1.6,10.1,12.8,15.6,,1.1,0.4,1.4,.249,,2.2,4.2,6.3,0.6
390,Rajon Rondo,PG,33,LAL,8,171,14.5,.492,.410,.115,2.6,14.1,8.4,34.6,2.5,0.0,19.0,19.7,,0.1,0.3,0.4,.106,,-1.0,-0.1,-1.1,0.0
391,Derrick Rose,PG,31,DET,13,309,20.8,.565,.160,.237,2.3,6.6,4.5,42.2,1.7,1.6,16.9,31.6,,0.4,0.2,0.6,.101,,1.6,-2.8,-1.2,0.1
392,Terrence Ross,SG,28,ORL,15,360,11.6,.506,.568,.179,1.4,12.3,6.6,6.8,1.9,0.7,9.3,23.2,,-0.1,0.4,0.3,.038,,-1.6,-1.5,-3.1,-0.1
393,Terry Rozier,PG,25,CHO,19,613,14.5,.549,.435,.238,2.4,11.6,6.8,22.0,1.7,0.6,16.1,24.9,,0.3,0.2,0.5,.039,,0.3,-1.9,-1.6,0.1
394,Ricky Rubio,PG,29,PHO,12,364,16.0,.512,.293,.316,2.1,17.9,9.9,36.5,1.9,0.0,14.2,20.6,,0.5,0.4,0.9,.122,,0.5,0.3,0.8,0.3
395,D'Angelo Russell,SG,23,GSW,10,315,21.7,.571,.422,.316,0.7,11.7,6.1,39.5,1.2,1.4,13.8,33.0,,0.5,0.0,0.5,.083,,5.0,-3.4,1.6,0.3
396,Domantas Sabonis,C,23,IND,15,510,21.5,.569,.086,.305,12.2,30.0,21.1,15.8,0.9,1.5,13.5,24.2,,1.1,0.9,2.0,.190,,1.2,2.1,3.3,0.7
397,JaKarr Sampson,SF,26,IND,9,166,10.0,.567,.244,.171,4.6,11.0,7.8,3.2,1.5,3.2,12.0,12.9,,0.1,0.3,0.3,.095,,-2.2,1.7,-0.5,0.1
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Dario Šarić,PF,25,PHO,17,468,13.2,.544,.500,.133,6.5,21.6,13.9,10.3,1.8,1.3,13.0,17.5,,0.3,0.6,0.8,.087,,-0.2,1.2,1.0,0.4
400,Tomáš Satoranský,PG,28,CHI,19,495,14.5,.575,.399,.147,3.4,10.3,6.7,29.3,2.7,0.6,21.2,16.1,,0.5,0.5,1.0,.102,,-0.1,0.2,0.1,0.3
401,Admiral Schofield,SF,22,WAS,6,52,17.3,.935,.700,.400,4.1,12.9,8.4,2.4,0.0,0.0,0.0,9.3,,0.2,0.0,0.2,.187,,4.8,-4.5,0.3,0.0
402,Dennis Schröder,PG,26,OKC,17,490,12.7,.518,.347,.216,1.8,13.5,7.8,22.1,1.4,0.8,16.8,26.2,,-0.3,0.4,0.1,.009,,-2.0,-0.8,-2.8,-0.1
403,Mike Scott,PF,31,PHI,18,341,10.1,.561,.621,.095,4.3,15.6,10.1,4.8,0.7,0.5,6.6,13.2,,0.4,0.4,0.8,.109,,-0.7,-1.0,-1.8,0.0
404,Thabo Sefolosha,PF,35,HOU,15,165,7.7,.382,.632,.000,6.2,16.0,11.1,11.1,1.7,2.1,9.5,10.3,,0.0,0.2,0.2,.048,,-3.2,1.3,-1.9,0.0
405,Collin Sexton,SG,21,CLE,18,549,14.5,.518,.248,.238,3.3,8.6,5.9,13.3,1.1,0.2,9.8,26.9,,0.2,0.1,0.3,.030,,-0.5,-3.1,-3.6,-0.2
406,Landry Shamet,SG,22,LAC,10,294,6.3,.559,.753,.130,0.0,5.1,2.6,7.7,0.6,0.3,12.8,13.0,,0.1,0.2,0.4,.059,,-0.8,-1.1,-1.9,0.0
407,Iman Shumpert,SG,29,BRK,7,132,4.7,.417,.686,.143,4.0,12.5,8.3,5.1,2.5,0.6,17.7,14.2,,-0.2,0.1,-0.1,-0.030,,-4.6,0.1,-4.6,-0.1
408,Pascal Siakam,PF,25,TOR,17,624,20.9,.578,.310,.246,4.4,18.0,11.6,18.2,1.1,1.9,11.2,29.5,,1.2,1.0,2.2,.171,,2.3,0.9,3.2,0.8
409,Chris Silva,PF,23,MIA,16,161,17.2,.699,.054,.541,23.5,23.3,23.4,10.4,1.2,7.3,33.4,18.4,,0.2,0.3,0.6,.171,,-0.5,4.4,3.9,0.2
410,Ben Simmons,PG,23,PHI,16,542,17.3,.560,.013,.300,5.2,17.9,11.7,34.6,3.2,1.4,25.2,18.9,,0.4,1.1,1.5,.135,,-0.5,3.6,3.1,0.7
411,Anfernee Simons,SG,20,POR,19,414,11.8,.538,.469,.189,1.0,7.0,4.0,9.2,1.1,0.4,9.1,20.9,,0.3,0.1,0.4,.044,,-0.4,-3.0,-3.4,-0.1
412,Marcus Smart,SG,25,BOS,17,555,15.1,.529,.617,.138,2.6,8.5,5.5,22.6,2.2,1.4,7.9,16.6,,0.9,0.8,1.7,.147,,2.2,0.6,2.8,0.7
413,Dennis Smith,PG,22,NYK,11,172,6.3,.400,.319,.116,5.3,5.9,5.5,26.3,1.7,0.6,18.1,21.8,,-0.3,0.0,-0.3,-0.072,,-4.2,-3.0,-7.2,-0.2
414,Ish Smith,PG,31,WAS,16,388,12.6,.497,.280,.104,2.8,12.4,7.5,21.8,1.4,1.5,12.1,15.7,,0.3,0.0,0.4,.047,,-0.9,-1.0,-1.9,0.0
415,Tony Snell,SF,28,DET,14,372,10.4,.620,.705,.042,1.6,5.2,3.4,9.0,0.9,0.4,5.8,12.0,,0.6,0.1,0.7,.091,,1.5,-2.2,-0.8,0.1
416,Omari Spellman,PF,22,GSW,18,329,16.6,.530,.316,.274,14.1,19.7,16.9,9.3,1.7,3.4,15.5,19.8,,0.2,0.2,0.5,.069,,-0.9,-0.1,-1.0,0.1
417,Max Strus,SG,23,CHI,1,5,37.0,.727,.333,.333,19.7,0.0,10.3,0.0,0.0,0.0,0.0,28.4,,0.0,0.0,0.0,.381,,9.7,-10.5,-0.8,0.0
418,Edmond Sumner,PG,24,IND,3,67,12.3,.520,.167,.278,1.6,3.2,2.4,11.8,3.6,1.3,4.7,13.6,,0.1,0.1,0.2,.137,,-1.2,1.3,0.1,0.0
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Caleb Swanigan,PF,22,SAC,4,11,6.4,.521,.000,1.000,10.2,32.1,20.9,0.0,4.5,16.8,51.0,23.3,,-0.1,0.0,0.0,-0.153,,-16.5,7.8,-8.8,0.0
421,Jayson Tatum,PF,21,BOS,17,582,16.1,.503,.334,.228,4.4,16.6,10.6,12.6,1.8,1.6,9.0,27.4,,0.1,0.9,1.1,.090,,-0.9,0.4,-0.5,0.2
422,Jeff Teague,PG,31,MIN,14,408,16.4,.539,.275,.511,1.7,7.4,4.6,36.9,1.6,1.0,15.3,18.9,,0.8,0.3,1.1,.135,,-0.1,-2.0,-2.1,0.0
423,Garrett Temple,SG,33,BRK,18,466,11.6,.558,.729,.157,1.8,9.5,5.7,9.4,1.9,1.9,9.7,14.7,,0.4,0.4,0.8,.083,,0.0,0.1,0.1,0.2
424,Daniel Theis,C,27,BOS,14,322,14.8,.533,.160,.333,8.3,24.7,16.5,7.9,1.2,6.7,10.6,13.7,,0.4,0.7,1.1,.159,,-2.4,4.9,2.4,0.4
425,Isaiah Thomas,PG,30,WAS,14,343,12.4,.529,.444,.085,0.3,6.8,3.5,28.5,0.8,0.7,16.3,22.7,,0.2,-0.1,0.1,.010,,-0.6,-4.8,-5.4,-0.3
426,Khyri Thomas,SG,23,DET,2,6,4.0,.568,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,,0.0,0.0,0.0,.034,,-4.2,-3.0,-7.2,0.0
427,Matt Thomas,SG,25,TOR,12,136,13.1,.727,.703,.135,0.8,8.5,4.9,4.2,1.4,0.0,9.3,13.6,,0.3,0.2,0.4,.149,,2.0,-1.1,0.9,0.1
428,Tristan Thompson,C,28,CLE,17,536,20.4,.553,.036,.287,13.6,21.5,17.5,12.2,1.3,3.5,10.9,19.6,,1.0,0.5,1.5,.136,,1.1,2.0,3.1,0.7
429,Matisse Thybulle,SG,22,PHI,17,245,9.7,.526,.525,.288,1.8,6.2,4.1,8.6,4.9,4.5,23.1,15.0,,-0.2,0.6,0.4,.077,,-2.9,4.7,1.7,0.2
430,Anthony Tolliver,PF,34,POR,15,267,5.6,.446,.793,.190,3.5,15.4,9.5,5.1,0.5,1.9,13.7,11.3,,-0.1,0.1,0.0,.001,,-2.9,-0.3,-3.2,-0.1
431,Karl-Anthony Towns,C,24,MIN,16,527,28.7,.661,.513,.332,7.9,30.7,19.4,21.8,1.5,3.6,14.5,28.7,,1.9,0.9,2.8,.255,,7.1,2.7,9.8,1.6
432,Gary Trent,SG,21,POR,11,93,15.0,.621,.697,.000,3.3,9.7,6.5,7.6,1.0,1.8,5.7,15.6,,0.2,0.0,0.2,.127,,2.2,-1.9,0.2,0.1
433,Allonzo Trier,PG,24,NYK,9,124,14.6,.690,.579,.632,0.8,11.7,6.0,16.9,0.8,2.4,23.6,21.7,,0.2,0.0,0.2,.089,,0.1,-2.6,-2.5,0.0
434,P.J. Tucker,PF,34,HOU,18,630,12.0,.683,.615,.115,4.1,13.6,8.8,5.2,2.0,1.2,11.1,9.3,,1.1,0.6,1.7,.128,,1.0,1.5,2.5,0.7
435,Evan Turner,PG,31,ATL,10,126,11.3,.487,.068,.273,3.5,17.5,10.5,22.3,1.9,2.9,20.9,20.4,,-0.1,0.1,0.0,-0.013,,-4.7,-0.1,-4.8,-0.1
436,Myles Turner,C,23,IND,9,274,14.9,.607,.435,.129,5.6,16.9,11.3,4.4,0.7,7.4,15.9,16.7,,0.2,0.5,0.7,.123,,-1.1,3.5,2.4,0.3
437,Jonas Valančiūnas,C,27,MEM,17,412,18.6,.609,.166,.178,10.1,31.6,20.8,12.1,0.6,2.7,17.3,22.1,,0.5,0.3,0.8,.094,,-0.5,0.0,-0.5,0.2
438,Denzel Valentine,SF,26,CHI,5,32,20.9,.548,.619,.000,6.1,23.7,14.5,12.0,1.5,0.0,4.5,28.4,,0.0,0.0,0.1,.117,,2.9,-3.5,-0.6,0.0
439,Jarred Vanderbilt,SF,20,DEN,3,9,0.5,,,,0.0,23.7,11.7,13.2,0.0,0.0,100.0,4.7,,0.0,0.0,0.0,-0.043,,-10.7,2.9,-7.8,0.0
440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Fred VanVleet,PG,25,TOR,17,639,16.4,.553,.448,.302,0.5,9.3,5.2,28.9,2.2,0.3,13.8,21.8,,1.1,0.9,2.0,.154,,1.8,0.1,1.9,0.6
442,Noah Vonleh,C,24,MIN,14,177,12.4,.555,.233,.442,9.8,19.4,14.6,11.7,1.0,1.3,20.2,14.8,,0.2,0.2,0.3,.093,,-2.7,0.6,-2.0,0.0
443,Nikola Vučević,C,29,ORL,14,431,22.3,.524,.237,.185,9.6,31.2,19.9,20.1,1.0,3.1,8.1,25.0,,0.7,0.7,1.5,.164,,1.5,2.6,4.1,0.7
444,Dean Wade,PF,23,CLE,3,18,6.6,.750,.500,.000,0.0,12.2,6.0,0.0,2.7,0.0,0.0,4.7,,0.0,0.0,0.0,.089,,-2.3,-1.0,-3.3,0.0
445,Moritz Wagner,C,22,WAS,16,307,21.1,.741,.331,.223,7.3,24.0,15.5,10.3,1.6,3.0,21.3,22.5,,0.7,0.2,0.9,.137,,2.7,-0.2,2.4,0.3
446,Kemba Walker,PG,29,BOS,16,517,21.6,.576,.515,.288,3.4,11.4,7.4,23.5,1.4,1.5,9.9,28.1,,1.3,0.7,2.0,.186,,5.1,-0.6,4.5,0.8
447,Lonnie Walker,SG,21,SAS,12,64,3.5,.366,.148,.259,3.3,15.4,9.2,8.6,0.0,1.3,9.1,21.8,,-0.2,0.0,-0.2,-0.140,,-8.1,-4.0,-12.1,-0.2
448,Tyrone Wallace,SG,25,ATL,11,129,4.8,.412,.286,.486,2.6,13.7,8.1,12.7,1.8,0.0,17.5,16.5,,-0.2,0.0,-0.2,-0.066,,-5.7,-2.2,-7.9,-0.2
449,Taurean Waller-Prince,SF,25,BRK,18,540,10.5,.544,.595,.122,2.7,18.1,10.5,8.7,1.3,0.7,15.3,19.6,,-0.1,0.5,0.4,.033,,-1.7,-0.8,-2.5,-0.1
450,Derrick Walton,PG,24,LAC,3,9,8.6,1.500,1.000,.000,0.0,0.0,0.0,14.9,0.0,0.0,50.0,9.1,,0.0,0.0,0.0,.089,,0.9,-6.8,-6.0,0.0
451,Brad Wanamaker,PG,30,BOS,17,293,16.2,.629,.259,.469,2.1,9.1,5.6,23.2,2.1,1.0,17.7,17.2,,0.6,0.4,1.0,.168,,0.2,0.0,0.3,0.2
452,T.J. Warren,SF,26,IND,17,569,14.0,.556,.205,.157,2.1,8.9,5.5,4.4,1.7,0.9,8.3,21.8,,0.4,0.8,1.2,.100,,-1.0,-0.5,-1.6,0.1
453,PJ Washington,PF,21,CHO,19,522,14.6,.590,.339,.236,3.4,18.1,10.4,8.0,1.9,2.7,11.2,17.0,,0.6,0.4,1.0,.089,,-0.8,0.6,-0.2,0.2
454,Yuta Watanabe,SG,25,MEM,1,3,49.3,1.000,.000,.000,0.0,35.9,17.8,0.0,0.0,0.0,0.0,27.6,,0.0,0.0,0.0,.440,,10.2,-10.9,-0.7,0.0
455,Tremont Waters,PG,22,BOS,1,20,10.8,.444,.714,.286,0.0,10.2,5.1,20.6,2.4,9.4,20.2,21.0,,0.0,0.0,0.0,.020,,-4.6,4.0,-0.6,0.0
456,Russell Westbrook,PG,31,HOU,16,539,17.5,.501,.284,.339,4.2,18.9,11.5,34.3,2.1,0.8,16.1,32.2,,0.1,0.6,0.7,.063,,-0.5,0.7,0.3,0.3
457,Coby White,SG,19,CHI,19,487,10.4,.474,.477,.156,1.0,13.6,7.0,13.6,1.6,0.0,10.0,24.5,,-0.4,0.4,0.0,-0.001,,-2.7,-1.9,-4.6,-0.3
458,Derrick White,SG,25,SAS,17,403,14.0,.566,.288,.408,2.6,8.4,5.4,17.1,0.9,2.7,11.9,17.5,,0.6,0.1,0.7,.086,,0.2,-1.6,-1.4,0.1
459,Hassan Whiteside,C,30,POR,16,439,24.2,.640,.000,.360,13.5,31.6,22.6,5.3,0.6,5.1,14.4,21.0,,1.2,0.6,1.8,.201,,-0.2,1.0,0.7,0.3
460,Andrew Wiggins,SF,24,MIN,15,524,20.1,.550,.319,.255,3.5,12.2,7.8,16.7,0.9,2.6,7.3,28.9,,0.9,0.5,1.3,.123,,1.7,-1.1,0.6,0.3
461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Grant Williams,PF,21,BOS,16,236,3.9,.336,.447,.319,5.2,11.2,8.2,7.6,1.6,3.6,19.5,12.0,,-0.4,0.4,-0.1,-0.011,,-5.9,2.9,-3.0,-0.1
463,Kenrich Williams,PF,25,NOP,18,463,11.3,.539,.633,.211,7.3,18.7,12.8,9.3,1.8,2.6,13.2,9.9,,0.5,0.3,0.8,.079,,0.0,1.7,1.7,0.4
464,Lou Williams,SG,33,LAC,19,613,19.8,.563,.299,.437,2.1,9.2,5.7,30.2,0.8,0.4,13.7,29.3,,1.4,0.6,2.0,.155,,2.5,-1.7,0.7,0.4
465,Marvin Williams,PF,33,CHO,19,371,13.0,.649,.570,.180,2.9,12.3,7.3,4.9,1.4,1.2,9.2,13.8,,0.6,0.1,0.7,.095,,0.4,-1.5,-1.1,0.1
466,Robert Williams,C,22,BOS,15,213,20.1,.724,.000,.289,8.2,23.9,16.1,13.5,3.2,7.5,21.9,10.9,,0.4,0.6,1.0,.228,,-0.2,7.8,7.6,0.5
467,Nigel Williams-Goss,PG,25,UTA,4,8,-14.4,.000,.500,.000,0.0,0.0,0.0,16.0,0.0,0.0,33.3,16.3,,-0.1,0.0,-0.1,-0.359,,-16.7,-4.9,-21.7,0.0
468,D.J. Wilson,PF,23,MIL,7,55,8.2,.475,.700,.000,5.6,13.8,9.8,12.1,0.0,1.6,16.7,17.8,,0.0,0.1,0.0,.023,,-2.8,-1.5,-4.3,0.0
469,Justise Winslow,SF,23,MIA,6,215,8.9,.433,.183,.256,5.7,18.5,12.5,18.8,1.3,1.4,15.7,21.6,,-0.3,0.3,0.1,.017,,-4.9,1.3,-3.6,-0.1
470,Christian Wood,PF,24,DET,16,232,24.0,.689,.300,.450,8.5,24.4,16.6,4.3,1.0,6.1,11.1,20.2,,0.7,0.3,1.0,.204,,1.1,0.2,1.3,0.2
471,Delon Wright,SG,27,DAL,17,378,16.8,.577,.262,.291,3.9,11.9,8.1,18.8,2.4,1.3,10.1,14.4,,0.9,0.4,1.3,.162,,1.1,1.1,2.3,0.4
472,Thaddeus Young,PF,31,CHI,19,408,12.2,.480,.387,.149,8.0,13.0,10.4,12.3,2.2,1.4,14.4,21.2,,-0.2,0.4,0.2,.024,,-2.2,0.4,-1.8,0.0
473,Trae Young,PG,21,ATL,17,581,22.8,.571,.419,.355,1.7,12.7,7.2,44.2,2.0,0.2,16.9,34.0,,1.1,0.1,1.2,.100,,6.2,-2.7,3.5,0.8
474,Cody Zeller,C,27,CHO,17,417,17.4,.575,.214,.317,13.2,24.1,18.4,8.5,1.0,1.3,13.1,19.7,,0.7,0.3,0.9,.107,,-0.1,-1.1,-1.2,0.1
475,Ante Žižić,C,23,CLE,4,64,13.9,.594,.000,.278,8.3,15.4,11.8,0.0,0.8,1.3,4.7,14.1,,0.1,0.0,0.1,.112,,-3.0,-4.2,-7.3,-0.1
476,Ivica Zubac,C,22,LAC,19,306,25.0,.655,.010,.419,16.1,26.9,21.6,8.1,0.6,6.5,11.4,18.8,,1.1,0.6,1.8,.276,,1.6,3.2,4.8,0.5
